sphere,code,method,equalMethods,samplingType,so_short_name,measurementInterval,measurementIntervalUnit,measurementsPerYear,minimumSamplePerSite,maximumSamplePerSite,purchasePrice,purchasePriceUnit,installationEffort,installationEffortUnit,upgradeInterval,upgradeIntervalUnit,maintenancePrice,maintenancePriceUnit,maintenanceEffort,maintenanceEffortUnit,samplingPrice,samplingPriceUnit,samplingEffort,samplingEffortUnit,samplingPersonnel,labAnalysisPrice,labAnalysisPriceUnit,processingRawDataEffort,processingRawDataEffortUnit,processingRawDataPersonnel,operationEffortCode,totalHumanLabor,so,soBundles,protocol,sensorType,methodsNotes,installationNotes,operationNotes
Hydrosphere,SOHYD_006,basic,FALSE,sensor,Groundwater - chemical/physical properties (SOHYD_006),1,month,12,1,1,4000,euro,0.5,day,10,year,0,euro,0,day/year,0,euro,0.5,day/year,,0,euro,0.5,day/year,,0,1.5,Physical and chemical water characteristics - groundwater,"water temperature, hydraulic head, oxygen, electrical conductivity",TERENO,CTD-probe (handheld),,"purchasePrice: 500 for the sensor, 2.000 - 5.000/well depending on site conditions. upgradeInterval: 10 for the sensor",
Hydrosphere,SOHYD_010,basic,FALSE,retrieval,Running water level (SOHYD_010),1,month,12,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,water level - surface water (running water),water level (in order to derive river/stream discharge),ICP Waters,"monthly values are available from SOHYD_005. For higher frequency: application of hydrological model (central service, to be discussed) resp. provision of data from national monitoring programs (nearby stations);",,,
Hydrosphere,SOHYD_011,basic,FALSE,retrieval,Standing water - Ice cover/thickness (SOHYD_011),1,week,52.17857142857143,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Ice cover/thickness (standing and transitional water),Ice cover/thickness standing and transitional water,"Copernicus product (central service), visual inspection alternatively",Sentinel-2 (Satellite); Sentinel-2 (Satellite).,,,
Hydrosphere,SOHYD_012,basic,FALSE,retrieval,Snow (SOHYD_012),1,week,52.17857142857143,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Snow cover and depths,"Snow cover, depth",Copernicus product,Sentinel-2 (Satellite); Sentinel-2 (Satellite).,,,
Hydrosphere,SOHYD_062,basic,FALSE,sample,Groundwater - Major ion concentrations (SOHYD_062),1,month,12,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.3,day/year,,45,euro,0,day/year,,1,0.3,"Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B - groundwater","Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B - groundwater",,Ion chromatography / ICP-OES; Laboratory analysis,,,samplingPrice: can be combined with SOHYD_057
Hydrosphere,SOHYD_064,basic,FALSE,sample,Groundwater - Nutrients (SOHYD_064),1,month,12,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.3,day/year,,30,euro,0,day/year,,1,0.3,"Nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4, DOC, DIC - groundwater","Nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4, DOC, DIC - groundwater",,"Laboratory analysis; wet chemistry, TOCmeter, ion chromatography",,,samplingPrice: can be combined with SOHYD_057
Hydrosphere,SOHYD_164,basic,,,Glacier - front variation (SOHYD_164),,,,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,1,0,glacier front variation,glacier front variation,,,,,
Hydrosphere,SOHYD_165,basic,,,Glacier - mass balance (SOHYD_165),,,,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,1,0,glacier mass balance,glacier mass balance,,,,,
Hydrosphere,SOHYD_166,basic,,,Glacier - area (SOHYD_166),,,,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,1,0,glacier area,glacier area,,,,,
Hydrosphere,SOHYD_168,basic,FALSE,sensor,Soil water content/temperature (SOHYD_168),1,hour,8766,1,1,2500,euro,1,day,5,year,300,euro,0.25,day/year,0,euro,0,day/year,,,euro,0.5,day/year,,1,1.75,Soil water content/soil temperature,"Soil water content, soil temperature",ICP FORESTS; ICP FORESTS or relaxed ICOS,"1 soil moisture profiles e.g. in co-location with weather station (10, 20, 50, 100, XXX cm) using Time Domain Reflectometers (TDR); hourly average",,,
Hydrosphere,SOHYD_169,basic,FALSE,sample,Running water - nutrients (SOHYD_169),1,month,12,,,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.25,day/year,,45,euro,0,day/year,,1,0.25,"Nutrient concentration: NO2, NH4, DOC, DIC - running waters","NO2, NH4, DOC, DIC",WFD; ICP Water,Laboratory analysis;,,,samplingPrice: Sampling for all surface water sample-based Sos can be combined.
Hydrosphere,SOHYD_170,basic,FALSE,sample,Standing water - Profiles nutrients (SOHYD_170),1,month,12,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.25,day/year,,135,euro,0,day/year,,1,0.25,"Profiles of nutrient concentration: NO2, NH4, DOC, DIC - standing waters","NO2, NH4, DOC, DIC",WFD; ICP Water,Laboratory analysis;,,,samplingPrice: Sampling for all surface water sample-based Sos can be combined.
Hydrosphere,SOHYD_171,basic,FALSE,sample,Surface water - Major ion concentrations (SOHYD_171),1,month,12,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.25,day/year,,45,euro,0,day/year,,2,0.25,"Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B, Silica - running/standing waters","Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B, silica",WFD; ICP Water,Ion chromatography / ICP-OES; Laboratory analysis,,,samplingPrice: Sampling for all surface water sample-based Sos can be combined.
Hydrosphere,SOHYD_174,basic,TRUE,sample,Secchi-depth (SOHYD_174),1,month,12,1,,0,euro,0,day,0,year,0,euro,0,day/year,,euro,0,day/year,,0,euro,0,day/year,,0,0,Secchi-Depth; standing waters and transitional waters,Secchi-Depth; standing waters and transitional waters,WFD,Only during vegetation period,,,samplingPrice: Sampling for all surface water sample-based Sos can be combined.
Hydrosphere,SOHYD_004,prime,FALSE,sensor,Standing water - Profiles chemical/physical waters properties (SOHYD_004),2,hour,4383,1,1,75000,euro,1,day,10,year,5000,euro,6,day/year,0,euro,0,day/year,,0,euro,5,day/year,,2,12,Profiles of physical and chemical waters characteristics - surface water (standing),"lakes, lagoons, reservoirs - water temperature, pH, EC, turbidity, oxygen, water depth",TERENO + FINMARI,"Probe comparable or better (signal-noise ration) than YSI 600 R, YSI 600 OMS, YSI 6820 V2 (Yellow Springs Instruments, USA)",measurementInterval: 2 hour (see remark regarding deeper lakes),"purchasePrice: 25,000 multiparamet er probe + 50,000 profiler setup",
Hydrosphere,SOHYD_005,prime,FALSE,sensor,Running water - chemical/physical properties (SOHYD_005),15,minute,35064,1,1,30000,euro,0.5,day,10,year,1500,euro,6,day/year,0,euro,0,day/year,,0,euro,5,day/year,,1,11.5,Physical and chemical water characteristics - surface water (running waters),"water temperature, pH, EC, turbidity, oxygen, NO3, SAC 254, water level",TERENO + FINMARI (ICP Water needs to be checked),"Comparable or equal to combination of Multiparameter probe: YSI 600 R, YSI 600 OMS, YSI 6820 V2 (Yellow Springs Instruments, USA)+ Optical sensor (light extinction at specific wave length in the UV range): TRIOS ProPS-UV, TRIOS OPUS (TriOS Mess- und Datentechnik; measurement of elevation and water depths at two points, submersible vented pressure tranducers",,,
Hydrosphere,SOHYD_006,prime,FALSE,sensor,Groundwater - chemical/physical properties (SOHYD_006),1,hour,8766,5,5,27500,euro,2.5,day,10,year,200,euro,2,day/year,0,euro,0,day/year,,0,euro,5,day/year,,2,9.5,Physical and chemical water characteristics - groundwater,"water temperature, hydraulic head, oxygen, electrical conductivity",protocol needs to describe automated measurement. Suggestion to follow ICOS (Instructions for Water Table Depth Measurements and Op de Beeck et al.'protocol soil-meteorological variables),"multiparameter probe (water level, temperature, EC), oxygen sensor",,purchasePrice: 5.500/well,processingRawDataEffort: 10 days; Depends on what the end product needs to be (see WATINA - in Dutch): real time data transfer? Semi-real time?
Hydrosphere,SOHYD_010,prime,FALSE,sensor,Running water level (SOHYD_010),15,minute,35064,1,1,1000,euro,0.5,day,5,year,200,euro,2,day/year,0,euro,0,day/year,,0,euro,2,day/year,,1,4.5,water level - surface water (running water),water level (in order to derive river/stream discharge),WMO: https://library.wmo.int/doc_num.php?explnum_id=10473,automated water level measurement using CTD or comparable,,"purchasePrice: 1000, + costs for ADCP calibration (stage-discharge relationship), suggestion to provide ADCP via central service",
Hydrosphere,SOHYD_011,prime,FALSE,sample,Standing water - Ice cover/thickness (SOHYD_011),1,day,365.25,1,1,100,euro,0.2,day,2,year,100,euro,0.2,day/year,0,euro,1,day/year,,0,euro,0,day/year,,2,1.4,Ice cover/thickness (standing and transitional water),Ice cover/thickness standing and transitional water,"SITES (inland waters), UHEL (thickness) will contribute protocol of Finnish Environmental Institute",measurement of thickness (drilling) + automated cameras (coverage),"measurementInterval: coverage - 1 day, thickness - 10 days",purchasePrice: camera - 100 Euro,samplingPrice: 1000 (transitional waters)
Hydrosphere,SOHYD_012,prime,FALSE,sensor,Snow (SOHYD_012),1,hour,8766,1,1,100,euro,0.2,day,2,year,100,euro,0.2,day/year,0,euro,0.2,day/year,,0,euro,0,day/year,,1,0.6000000000000001,Snow cover and depths,"Snow cover, depth",WMO: https://library.wmo.int/doc_num.php?explnum_id=9870,Snow cams + snow stakes,,purchasePrice: camera - 100 Euro,
Hydrosphere,SOHYD_058,prime,FALSE,sample,Surface water - Stable isotopes (SOHYD_058),2,week,26.08928571428572,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,3,day/year,,,euro,0,day/year,,2,3,"Stable isotopes (18O, 2H) - standing, running waters","Stable isotopes (18O, 2H) - standing, running waters",IAEA,"Manual sampling, sending sample to the central lab",,,samplingPrice: 100 (vials + filters). labAnalysisPrice: Central eLTER lab
Hydrosphere,SOHYD_059,prime,FALSE,sample,Groundwater - Stable Isotopes (SOHYD_059),2,week,26.08928571428572,5,5,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,3,day/year,,,euro,0,day/year,,2,3,"Stable Isotopes (18O, 2H) - groundwater","Stable Isotopes (18O, 2H) - groundwater",IAEA,"Manual sampling, sending sample to the central lab",,,samplingPrice: 100 (vials + filters). labAnalysisPrice: Central eLTER lab
Hydrosphere,SOHYD_062,prime,FALSE,sample,Groundwater - Major ion concentrations (SOHYD_062),2,week,26.08928571428572,5,5,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,3,day/year,,45,euro,0,day/year,,2,3,"Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B - groundwater","Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B - groundwater",INBO (Belgium) has its local protocol (in Dutch); samples should be taken in the pressure gauges (see SOHYD_006),sampling and lab analysis,,,samplingPrice: 100 (vials + filters)
Hydrosphere,SOHYD_064,prime,FALSE,sample,Groundwater - Nutrients (SOHYD_064),2,week,26.08928571428572,5,5,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,3,day/year,,31,euro,0,day/year,,2,3,"Nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4, DOC, DIC - groundwater","Nutrient concentration: TP, SRP, TDN, NO3, NO2, NH4, DOC, DIC - groundwater",INBO (Belgium) has its local protocol (in Dutch); samples should be taken in the pressure gauges (see SOHYD_006),sampling and lab analysis,,,samplingPrice: 100 (vials + filters)
Hydrosphere,SOHYD_065,prime,FALSE,sample,Groundwater - DOM (SOHYD_065),2,week,26.08928571428572,5,5,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,3,day/year,,10,euro,0,day/year,,2,3,DOM composition - groundwater,DOM composition - groundwater,CNRS,UV-vis spectroscopy,,,samplingPrice: 100 (vials + filters)
Hydrosphere,SOHYD_067,prime,FALSE,sample,Running water - micropollutants (SOHYD_067),2,month,6,1,1,0,euro,0,day,0,year,1000,euro,0,day/year,0,euro,1,day/year,,,euro,0,day/year,,2,1,Micropollutants: non-target screening [~1000 substances] - running waters,Micropollutants: non-target screening [~1000 substances] - running waters,NORMAN,GC/HPLC/MS-MS,,,samplingPrice: 1.000 Euro for sending the frozen sample from 1 year to the central lab. labAnalysisPrice: central lab
Hydrosphere,SOHYD_164,prime,,,Glacier - front variation (SOHYD_164),,,,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,1,0,glacier front variation,glacier front variation,,,"measurementInterval: This SO is only relevant for sites with a glacier in the study area. The decision on the method and protocol is not yet finalised. However, these are standard methods used to study glaciers and are based on remote sensing.",,
Hydrosphere,SOHYD_165,prime,,,Glacier - mass balance (SOHYD_165),,,,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,1,0,glacier mass balance,glacier mass balance,,,"measurementInterval: This SO is only relevant for sites with a glacier in the study area. The decision on the method and protocol is not yet finalised. However, these are standard methods used to study glaciers and are based on remote sensing.",,
Hydrosphere,SOHYD_166,prime,,,Glacier - area (SOHYD_166),,,,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,1,0,glacier area,glacier area,,,"measurementInterval: This SO is only relevant for sites with a glacier in the study area. The decision on the method and protocol is not yet finalised. However, these are standard methods used to study glaciers and are based on remote sensing.",,
Hydrosphere,SOHYD_168,prime,FALSE,sensor,Soil water content/temperature (SOHYD_168),1,minute,525960,1,1,22000,euro,2,day,0,year,2000,euro,1.5,day/year,0,euro,0,day/year,,0,euro,2,day/year,,1,5.5,Soil water content/soil temperature,"Soil water content, soil temperature",COSMOS Europe; ICOS (Instructions for soil moisture measurements),"Cosmic-ray neutron probes: comparable or better than CRS1000, CRS2000/B (from Hydroinnova, Boron probes from Styx Neutronica; Time-Domain Reflectometer = TDR (e.g. Campbell Scientific Europe CS650) Addition of 4 soil moisture profiles within the CRNS footprint (10, 20, 50, 100, XXX cm) using Time Domain Reflectometers (TDR)",,"purchasePrice: 15,000 CRNS, 7,000 Euro TDR",labAnalysisPrice: 500 (calibration CRNS)
Hydrosphere,SOHYD_169,prime,FALSE,sample,Running water - nutrients (SOHYD_169),2,week,26.08928571428572,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.5,day/year,,45,euro,0,day/year,,2,0.5,"Nutrient concentration: NO2, NH4, DOC, DIC - running waters","NO2, NH4, DOC, DIC",,sampling and lab analysis,,,samplingPrice: 100 (vials + filters)
Hydrosphere,SOHYD_170,prime,FALSE,sample,Standing water - Profiles nutrients (SOHYD_170),2,week,26.08928571428572,1,1,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.5,day/year,,135,euro,0,day/year,,2,0.5,"Profiles of nutrient concentration: NO2, NH4, DOC, DIC - standing waters","NO2, NH4, DOC, DIC",,sampling and lab analysis,,,
Hydrosphere,SOHYD_171,prime,FALSE,sample,Surface water - Major ion concentrations (SOHYD_171),2,week,26.08928571428572,5,5,0,euro,0,day,0,year,100,euro,0,day/year,0,euro,0.5,day/year,,45,euro,0,day/year,,2,0.5,"Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B, Silica - running/standing waters","Major ion concentrations: Cl, SO4, Br, Na, K, Mg, Ca, B, silica",INBO (Belgium) has its local protocol (in Dutch); samples should be taken in the pressure gauges (see SOHYD_006),sampling and lab analysis,,,samplingPrice: 100 (vials + filters)
Hydrosphere,SOHYD_174,prime,TRUE,sample,Secchi-depth (SOHYD_174),2,week,26.08928571428572,1,,0,euro,0,day,0,year,0,euro,0,day/year,,euro,1.5,day/year,,0,euro,0,day/year,,1,1.5,Secchi-Depth; standing waters and transitional waters,Secchi-Depth; standing waters and transitional waters,WFD,Sampling,,,samplingPrice: Measurement can be combined with other sampling Sos
Sociosphere,SOSOC_029,basic,FALSE,retrieval,Area - under tillage (SOSOC_029),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Area under tillage,Area under tillage,eLTER,official statistics,,,
Sociosphere,SOSOC_030,basic,FALSE,retrieval,Yield (SOSOC_030),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Land-based income,Land-based income,eLTER,official statistics,,,
Sociosphere,SOSOC_031,basic,FALSE,retrieval,Land-based income (SOSOC_031),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,"Yield (cropland, grassland, forest, fishery)","Yield (cropland, grassland, forest, fishery) (t/ha and year)",eLTER,official statistics,,,
Sociosphere,SOSOC_032,basic,FALSE,retrieval,Governance (SOSOC_032),2,year,0.5,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Governance structure and character,Governance structure and character,eLTER,official statistics,,,
Sociosphere,SOSOC_036,basic,TRUE,retrieval,Land cover and use (CORINE) (SOSOC_036),6,year,0.1666666666666667,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,"Land cover, land use, land cover change, land use change (CORINE)","Land cover, land use, land cover change, land use change (CORINE)",eLTER,CORINE data,,,
Sociosphere,SOSOC_037,basic,FALSE,retrieval,Land cover and use (Statistics) (SOSOC_037),3,year,0.3333333333333333,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,"Land cover, land use, land cover change, land use change (Statistics)","Land cover, land use, land cover change, land use change (Statistics)",eLTER,official statistics,,,
Sociosphere,SOSOC_040,basic,FALSE,retrieval,Ecosystem services (SOSOC_040),3,year,0.3333333333333333,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Ecosystem services profile,Bundle of variables describing the ecosystem service profile,eLTER,quantitative,,,
Sociosphere,SOSOC_042,basic,FALSE,retrieval,Economics - GDP (SOSOC_042),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Economics (GDP per capita; Per capita income),Economics (GDP per capita; Per capita income),eLTER,official statistics,,,
Sociosphere,SOSOC_043,basic,FALSE,retrieval,Demography (SOSOC_043),5,year,0.2,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Demography,Demography (Total population size and density; Population age profile; educational attainment; residential density),eLTER,official statistics,,,
Sociosphere,SOSOC_044,basic,FALSE,retrieval,Employment (SOSOC_044),5,year,0.2,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Status of employment,Employment (Employment rate %; Employment by sector; Unemployment),eLTER,official statistics,,,
Sociosphere,SOSOC_045,basic,FALSE,retrieval,Consumption statistics (SOSOC_045),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Population consumption statistics,Population consumption statistics,eLTER,official statistics,,,
Sociosphere,SOSOC_114,basic,FALSE,retrieval,Livestock (SOSOC_114),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Livestock,Livestock numbers; only Prime: feed management,eLTER,official statistics,,,
Sociosphere,SOSOC_183,basic,TRUE,retrieval,Resource use (SOSOC_183),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Resource use,"Resource use (biomass, construction, iron/steel, fossil fuels), trade of resources",eLTER,official statistics,,,
Sociosphere,SOSOC_184,basic,FALSE,retrieval,Subsidies (SOSOC_184),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Subsidies programs / schemes,Subsidies programs / schemes,eLTER,official statistics,,,
Sociosphere,SOSOC_185,basic,FALSE,retrieval,Agricultural products (cropland) (SOSOC_185),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,0,day/year,,0,0,Agricultural products (cropland),Agricultural products,eLTER,official statistics,,,
Sociosphere,SOSOC_029,prime,FALSE,retrieval,Area - under tillage (SOSOC_029),,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Area under tillage,Area under tillage,eLTER,site specific survey,,,
Sociosphere,SOSOC_030,prime,FALSE,retrieval,Land-based income (SOSOC_030),,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Land-based income,Land-based income,eLTER,site specific survey,,,
Sociosphere,SOSOC_031,prime,FALSE,retrieval,Yield (SOSOC_031),,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,"Yield (cropland, grassland, forest, fishery)","Yield (cropland, grassland, forest, fishery) (t/ha and year)",eLTER,site specific survey,,,
Sociosphere,SOSOC_032,prime,FALSE,retrieval,Governance (SOSOC_032),5,year,0.2,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,1.4,day/year,,0,9.4,Governance structure and character,Governance structure and character,"eLTER, trained staff",site specific survey,,,
Sociosphere,SOSOC_036,prime,TRUE,retrieval,Land cover and use (CORINE) (SOSOC_036),6,year,0.1666666666666667,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0.5,day/year,,0,euro,1,day/year,,0,1.5,"Land cover, land use, land cover change, land use change (CORINE)","Land cover, land use, land cover change, land use change (CORINE)",eLTER,CORINE data,,,
Sociosphere,SOSOC_037,prime,FALSE,retrieval,Land cover and use (Statistics) (SOSOC_037),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,"Land cover, land use, land cover change, land use change (Statistics)","Land cover, land use, land cover change, land use change (Statistics)",eLTER,official statistics,,,
Sociosphere,SOSOC_040,prime,FALSE,retrieval,Ecosystem services (SOSOC_040),3,year,0.3333333333333333,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,2,day/year,,0,euro,1.5,day/year,,0,3.5,Ecosystem services profile,Bundle of variables describing the ecosystem service profile,eLTER,quantitative,,,samplingEffort: 5.0 (only first time); then afterwards 2.0. processingRawDataEffort: 3.0 (only first time); then afterwards 1.5.
Sociosphere,SOSOC_042,prime,FALSE,retrieval,Economics - GDP (SOSOC_042),,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Economics (GDP per capita; Per capita income),Economics (GDP per capita; Per capita income),eLTER,national statistics,,,
Sociosphere,SOSOC_043,prime,FALSE,retrieval,Demography (SOSOC_043),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Demography,Demography (Total population size and density; Population age profile; educational attainment; residential density),eLTER,national census data,,,
Sociosphere,SOSOC_044,prime,FALSE,retrieval,Employment (SOSOC_044),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Status of employment,Employment (Employment rate %; Employment by sector; Unemployment),eLTER,national census data,,,
Sociosphere,SOSOC_045,prime,FALSE,retrieval,Consumption statistics (SOSOC_045),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Population consumption statistics,Population consumption statistics,eLTER,national census data,,,
Sociosphere,SOSOC_114,prime,FALSE,retrieval,Livestock (SOSOC_114),,seasonal,4,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Livestock,Livestock numbers; only Prime: feed management,eLTER,site specific survey,,,
Sociosphere,SOSOC_183,prime,TRUE,retrieval,Resource use (SOSOC_183),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,0,day/year,,0,euro,1,day/year,,0,1,Resource use,"Resource use (biomass, construction, iron/steel, fossil fuels), trade of resources",eLTER,official statistics,,,
Sociosphere,SOSOC_184,prime,FALSE,retrieval,Subsidies (SOSOC_184),1,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Subsidies programs / schemes,Subsidies programs / schemes,eLTER,site specific survey,,,
Sociosphere,SOSOC_185,prime,FALSE,retrieval,Agricultural products (cropland) (SOSOC_185),,year,1,,,0,euro,0,day,0,year,0,euro,0,day/year,0,euro,8,day/year,,0,euro,7,day/year,,0,15,Agricultural products (cropland),Agricultural products,eLTER,site specific survey,,,
